language,Tiếng Việt - vi,English - En,Indonesian - Indo,(ภาษาไทย) - Thai,Pусский - Russian,Deutsch - German,日本語 - Japanese,(简体字) - Chinese (Simplified),繁體漢字 - Chinese (Phồn thể),(Português Brasileiro) - Portuguese (Brazil),Português - Portuguese,Français - French,(français) - French (Canada),한국어 - Korean,Español - Spanish,Italiano - Italian,Hindi - India
help_guide_chain_screw,Loại bỏ dây xích để giải phóng ốc bị xích,Remove connected chains to free the chained screw,Hapus rantai yang terhubung untuk membebaskan sekrup yang terikat,,"Удалите соединенные цепи, чтобы освободить винт","Entferne die verbundenen Ketten, um die gefangene Schraube zu befreien",接続された鎖を外して縛られたねじを解放する,,移除連接的鏈條以解放鎖住的螺絲,,Remova as correntes conectadas para liberar o parafuso preso,Retirez les chaînes connectées pour libérer la vis enchaînée,,연결된 체인을 제거하여 묶인 나사를 풀어주세요,Elimina las cadenas conectadas para liberar el tornillo encadenado,Rimuovi le catene connesse per liberare la vite incatenata,श्रृंखलाओं को हटा दें ताकि श्रृंखला से बंधा स्क्रू मुक्त हो जाए
help_guide_lockkit_screw,Giải phóng chìa khóa để mở khóa,Free the key to unlock the lock,Bebaskan kunci untuk membuka gembok,,"Освободите ключ, чтобы открыть замок","Befreie den Schlüssel, um das Schloss zu öffnen",鍵を解放してロックを解除する,,解放鑰匙以解鎖鎖頭,,Libere a chave para destrancar a fechadura,Libérez la clé pour déverrouiller la serrure,,자물쇠를 풀려면 열쇠를 해방하세요,Libera la llave para desbloquear el candado,Libera la chiave per sbloccare la serratura,ताला खोलने के लिए चाबी को मुक्त करें
no_more_life,HẾT MẠNG!,NO MORE LIVES!,TIDAK ADA NYAWA LAGI!,,БОЛЬШЕ НЕТ ЖИЗНЕЙ!,KEINE LEBEN MEHR!,ライフがもうありません！,,沒有更多生命！,,SEM MAIS VIDAS!,PLUS DE VIES !,,생명이 더 이상 없습니다!,¡NO QUEDAN VIDAS!,NIENTE PIÙ VITE!,कोई और जीवन नहीं!
keep_play,TIẾP TỤC CHƠI,KEEP PLAYING,TERUS BERMAIN,,ПРОДОЛЖАЙТЕ ИГРАТЬ,WEITERSPIELEN,続けてプレイする,,繼續遊戲,,CONTINUE JOGANDO,CONTINUEZ À JOUER,,계속 플레이,SIGUE JUGANDO,CONTINUA A GIOCARE,खेलते रहें
get_now,MUA NGAY,GET NOW,DAPATKAN SEKARANG,,ПОЛУЧИТЕ СЕЙЧАС,JETZT HOLEN,今すぐ入手,,立即獲得,,PEGUE AGORA,OBTENIR MAINTENANT,,지금 받기,OBTENER AHORA,OTTIENI ORA,अभी प्राप्त करें
remove_ads,GỠ QUẢNG CÁO,REMOVE ADS,HILANGKAN IKLAN,,УБРАТЬ РЕКЛАМУ,WERBUNG ENTFERNEN,広告を削除,,移除廣告,,REMOVER ANÚNCIOS,SUPPRIMER LES PUBS,,광고 제거,ELIMINAR ANUNCIOS,RIMUOVI ANNUNCI,विज्ञापन हटाएं
level_completed,HOÀN THÀNH ,LEVEL COMPLETE,LEVEL SELESAI,,УРОВЕНЬ ЗАВЕРШЕН,LEVEL ABGESCHLOSSEN,レベルクリア,,關卡完成,,NÍVEL COMPLETO,NIVEAU TERMINÉ,,레벨 완료,NIVEL COMPLETADO,LIVELLO COMPLETATO,स्तर पूरा
new_feature,TÍNH NĂNG MỚI,NEW FEATURE,FITUR BARU,,НОВАЯ ФУНКЦИЯ,NEUE FUNKTION,新機能,,新功能,,NOVO RECURSO,NOUVELLE FONCTIONNALITÉ,,새 기능,NUEVA FUNCIÓN,NUOVA FUNZIONE,नया फीचर
continue,Tiếp tục,Continue,Lanjutkan,,Продолжить,Fortsetzen,続行,,繼續,,Continuar,Continuer,,계속하기,Continuar,Continua,जारी रखें
booster_unlock,Mở khóa Trợ lực,BOOSTER UNLOCK,BOOSTER TERBUKA,,БУСТЕР РАЗБЛОКИРОВАН,BOOSTER FREIGESCHALTET,ブースター解除,,解鎖助推器,,BOOSTER DESBLOQUEADO,BOOSTER DÉVERROUILLÉ,,부스터 잠금 해제,POTENCIADOR DESBLOQUEADO,BOOSTER SBLOCCATO,बूस्टर अनलॉक
try_again,Thử Lại,Try Again,Coba Lagi,,Попробовать снова,Erneut versuchen,再挑戦,,再試一次,,Tente Novamente,Réessayer,,다시 시도,Intenta de nuevo,Riprova,पुनः प्रयास करें
remove_ads_des_1,Gỡ quảng cáo giữa các màn,Remove ads between levels and also banner ads.,Hapus iklan antara level,,Удалить рекламу между уровнями,Werbung zwischen den Leveln entfernen,レベル間の広告を削除する,,移除關卡間的廣告,,Remova anúncios entre os níveis,Supprimer les publicités entre les niveaux,,레벨 사이 광고 제거,Eliminar anuncios entre niveles,Rimuovi gli annunci tra i livelli,स्तरों के बीच विज्ञापन हटाएं
remove_ads_des_2,Gỡ quảng cáo băng rôn,Remove banner ads,Hapus iklan banner,,Удалить баннерную рекламу,Bannerwerbung entfernen,バナー広告を削除する,,移除橫幅廣告,,Remova os anúncios de banner,Supprimer les publicités bannières,,배너 광고 제거,Eliminar anuncios de banner,Rimuovi gli annunci a banner,बैनर विज्ञापन हटाएं
remove_ads_des_3,*Quảng cáo tùy chọn để nhận thưởng sẽ vẫn còn,Optional ads for rewards will stay.,*Iklan opsional untuk hadiah akan tetap ada,,*Рекламы для наград остаются,*Optionale Werbung für Belohnungen bleibt bestehen,*報酬広告は残ります,,*保留可選廣告以獲取獎勵,,*Anúncios opcionais para recompensas permanecerão,*Les pubs optionnelles pour des récompenses resteront,,*보상을 위한 선택적 광고는 남아있습니다,*Los anuncios opcionales para recompensas se mantendrán,*Gli annunci opzionali per le ricompense rimarranno,*इनाम के लिए वैकल्पिक विज्ञापन रहेंगे
loading_preloader,Đang tải..{0}%,Loading..{0}%,Memuat..{0}%,,Загрузка..{0}%,Lädt..{0}%,読み込み中..{0}%,,加載中..{0}%,,Carregando..{0}%,Chargement..{0}%,,로딩 중..{0}%,Cargando..{0}%,Caricamento..{0}%,लोड हो रहा है..{0}%
full_life,Đầy,Full,Penuh,,Полный,Voll,満タン,,已滿,,Cheio,Plein,,가득 참,Completo,Pieno,पूरा
coming_soon,Sắp ra mắt,COMING SOON,Segera hadir,,Скоро,Demnächst,近日公開,,即將推出,,Em breve,Bientôt disponible,,곧 출시,Próximamente,In arrivo,जल्द आ रहा है
character_not_support,Ký tự không được hỗ trợ.,Character not supported.,Karakter tidak didukung.,,Символ не поддерживается.,Zeichen wird nicht unterstützt.,サポートされていない文字です。,,不支援的字符。,,Caractere não suportado.,Caractère non pris en charge.,,지원되지 않는 문자입니다.,Carácter no compatible.,Carattere non supportato.,अक्षर समर्थित नहीं है।
rule_character_name,Nhập từ 3-15 ký tự,Enter 3-15 characters,Masukkan 3-15 karakter,,Введите 3-15 символов,Geben Sie 3-15 Zeichen ein,3～15文字を入力してください,,請輸入 3-15 個字符,,Insira 3-15 caracteres,Entrez 3-15 caractères,,3~15자의 문자를 입력하세요,Ingresa entre 3 y 15 caracteres,Inserisci 3-15 caratteri,3-15 अक्षर दर्ज करें
alert_not_enough_gold,Bạn không có đủ vàng!,You don't have enough gold!,Kamu tidak memiliki cukup emas!,,У вас недостаточно золота!,Du hast nicht genug Gold!,ゴールドが足りません！,,你的金幣不足！,,Você não tem ouro suficiente!,Vous n'avez pas assez d'or !,,골드가 충분하지 않습니다!,¡No tienes suficiente oro!,Non hai abbastanza oro!,आपके पास पर्याप्त सोना नहीं है!
home_pin_ball,DU HÀNH VŨ TRỤ,SPACE TRIP,PERJALANAN LUAR ANGKASA,,КОСМИЧЕСКОЕ ПУТЕШЕСТВИЕ,RAUMREISE,宇宙旅行,,太空旅行,,VIAGEM ESPACIAL,VOYAGE DANS L'ESPACE,,우주 여행,VIAJE ESPACIAL,VIAGGIO SPAZIALE,अंतरिक्ष यात्रा
bonus,Thưởng,Bonus,Bonus,,Бонус,Bonus,ボーナス,,獎勵,,Bônus,Bonus,,보너스,Bonificación,Bonus,बोनस
tournament_title,Giải đấu,Tournament,Turnamen,,Турнир,Turnier,トーナメント,,錦標賽,,Torneio,Tournoi,,토너먼트,Torneo,Torneo,टूर्नामेंट
tournament_des,Thắng liên tục để tăng hệ số điểm!,Win levels without failing to increase the score multiplier!,Menangkan level tanpa kalah untuk meningkatkan pengganda skor!,,"Выигрывайте уровни без поражений, чтобы увеличить множитель очков!","Gewinne Level ohne zu verlieren, um den Punktmultiplikator zu erhöhen!",失敗せずにレベルをクリアして、スコア倍率を増やそう！,,不失敗地贏得關卡來增加分數加乘！,,Vença níveis sem falhar para aumentar o multiplicador de pontuação!,Gagnez des niveaux sans échouer pour augmenter le multiplicateur de score !,,실패 없이 레벨을 승리하여 점수 배수를 증가시키세요!,¡Gana niveles sin fallar para aumentar el multiplicador de puntuación!,Vinci i livelli senza fallire per aumentare il moltiplicatore di punteggio!,अंक गुणक बढ़ाने के लिए बिना हारे स्तरों को जीतें!
win_streak_warning,Ối! Thua sẽ đặt lại hệ số điểm của bạn!,Oops! Losing will reset your score multiplier!,Ups! Kalah akan mengatur ulang pengganda skor Anda!,,Ой! Поражение сбросит ваш множитель очков!,Ups! Eine Niederlage setzt deinen Punktmultiplikator zurück!,おっと！負けるとスコア倍率がリセットされます！,,哎呀！失敗會重置你的分數加乘！,,Ops! Perder irá redefinir o seu multiplicador de pontuação!,Oups ! Perdre réinitialisera votre multiplicateur de score !,,이런! 패배하면 점수 배수가 초기화됩니다!,¡Ups! Perder reiniciará tu multiplicador de puntuación.,Ops! La sconfitta azzererà il moltiplicatore di punteggio!,ओह! हारने से आपका अंक गुणक रीसेट हो जाएगा!
play_again,CHƠI LẠI,PLAY AGAIN,MAIN LAGI,,ИГРАТЬ СНОВА,NOCH EINMAL SPIELEN,もう一度プレイ,,再玩一次,,JOGAR NOVAMENTE,REJOUER,,다시 하기,JUGAR DE NUEVO,GIOCA ANCORA,फिर से खेलें
what_your_name,Tên của bạn là gì?,What is your name?,Siapa nama kamu?,,Как вас зовут?,Wie heißt du?,あなたの名前は？,,你的名字是什麼？,,Qual é o seu nome?,Quel est votre nom ?,,당신의 이름은 무엇인가요?,¿Cómo te llamas?,Come ti chiami?,आपका नाम क्या है?
type_your_name,Nhập tên của bạn...,Type your name...,Ketik nama Anda...,,Введите ваше имя...,Gib deinen Namen ein...,名前を入力してください...,,輸入你的名字...,,Digite seu nome...,Entrez votre nom...,,이름을 입력하세요...,Escribe tu nombre...,Digita il tuo nome...,अपना नाम टाइप करें...
rename_first_alert,Chỉ miễn phí một lần!,It's free only for once!,Gratis hanya sekali!,,Бесплатно только один раз!,Nur einmal kostenlos!,一度だけ無料です！,,只免費一次！,,É grátis apenas uma vez!,C'est gratuit une seule fois !,,한 번만 무료입니다!,¡Es gratis solo una vez!,È gratuito solo una volta!,केवल एक बार मुफ्त है!
enter_name,Nhập Tên,Enter Name,Masukkan Nama,,Введите Имя,Namen eingeben,名前を入力,,輸入名字,,Inserir Nome,Entrez le nom,,이름 입력,Ingresar Nombre,Inserisci Nome,नाम दर्ज करें
your_rank_with_num,HẠNG CỦA BẠN {0},YOUR RANK {0},PERINGKAT ANDA {0},,ВАШ РАНГ {0},DEIN RANG {0},あなたのランク {0},,你的排名 {0},,SUA CLASSIFICAÇÃO {0},VOTRE CLASSEMENT {0},,당신의 순위 {0},TU CLASIFICACIÓN {0},IL TUO RANGO {0},आपकी रैंक {0}
pinball_welcome,CHÀO MỪNG ĐẾN VỚI CHUYẾN DU HÀNH VŨ TRỤ,WELCOME SPACE TRIP,SELAMAT DATANG DI PERJALANAN LUAR ANGKASA,,ДОБРО ПОЖАЛОВАТЬ В КОСМИЧЕСКОЕ ПУТЕШЕСТВИЕ,WILLKOMMEN BEI DER WELTRAUMREISE,ようこそ、宇宙旅行へ,,歡迎來到太空之旅,,BEM-VINDO À VIAGEM ESPACIAL,BIENVENUE AU VOYAGE SPATIAL,,우주 여행에 오신 것을 환영합니다,BIENVENIDO AL VIAJE ESPACIAL,BENVENUTO NEL VIAGGIO SPAZIALE,अंतरिक्ष यात्रा में आपका स्वागत है
pinball_help,"Sự kiện Chuyến Du Hành Vũ Trụ diễn ra sau khi bạn hoàn thành một cấp độ khó. Kéo cần gạt và đẩy quả cầu va chạm với các yếu tố, kiếm điểm và chuyển đổi thành Vàng.","The Space Trip event takes place after you complete a hard level.
Pull the lever and push the orb to collide with elements, earning points that convert to Gold.","Acara Perjalanan Luar Angkasa berlangsung setelah Anda menyelesaikan level sulit. Tarik tuas dan dorong bola untuk bertabrakan dengan elemen, mendapatkan poin yang dikonversi menjadi Emas.",,"Событие Космическое Путешествие начинается после завершения сложного уровня. Потяните за рычаг и толкните шар, чтобы он столкнулся с элементами, зарабатывая очки, которые конвертируются в золото.","Das Weltraumreise-Event findet statt, nachdem du ein schweres Level abgeschlossen hast. Ziehe den Hebel und stoße die Kugel an, damit sie mit Elementen kollidiert, um Punkte zu sammeln, die in Gold umgewandelt werden.",宇宙旅行イベントは、難しいレベルをクリアした後に行われます。レバーを引いて、オーブを要素にぶつけてポイントを獲得し、それをゴールドに変換します。,,太空之旅活動在你完成一個困難關卡後開始。拉動槓桿並推動球體與元素碰撞，獲取轉換為金幣的點數。,,"O evento Viagem Espacial acontece após você completar um nível difícil. Puxe a alavanca e empurre o orbe para colidir com os elementos, ganhando pontos que são convertidos em Ouro.","L'événement Voyage Spatial a lieu après avoir complété un niveau difficile. Tirez le levier et poussez l'orbe pour entrer en collision avec des éléments, en gagnant des points convertis en or.",,"우주 여행 이벤트는 어려운 레벨을 완료한 후에 진행됩니다. 레버를 당기고 구체를 밀어 요소와 충돌시켜 점수를 얻고, 이를 골드로 전환하세요.","El evento Viaje Espacial ocurre después de que completes un nivel difícil. Tira de la palanca y empuja el orbe para chocar con los elementos, ganando puntos que se convierten en Oro.","L'evento Viaggio Spaziale si svolge dopo aver completato un livello difficile. Tira la leva e spingi l'orbo per farlo scontrare con gli elementi, guadagnando punti convertiti in Oro.","अंतरिक्ष यात्रा कार्यक्रम कठिन स्तर पूरा करने के बाद होता है। लीवर खींचें और बॉल को तत्वों से टकराने के लिए धक्का दें, अंक कमाएं जो सोने में परिवर्तित होते हैं।"
tuornament_help_title,,TOURNAMENT GUIDE,,,,,,,,,,,,,,,
tournament_help_text_1,,BEAT LEVELS!,,,,,,,,,,,,,,,
tournament_help_text_2,,COLLECT MORE CUPS \nTHAN OTHER PLAYERS,,,,,,,,,,,,,,,
tournament_help_text_3,,WIN REWARDS!,,,,,,,,,,,,,,,
tournament_help_text_4,,BEAT CONSECUTIVE LEVEL TO INCREASE THE MULTIPLIER!,,,,,,,,,,,,,,,
tournament_help_text_5,,"IF YOU FAIL A LEVEL, THE MULTIPLIER WILL RESET",,,,,,,,,,,,,,,
lvl_with_num,Lvl {0},Lvl {0},,,,,,,,,,,,,,,
home_icon_open_in,,Open in\n{0},,,,,,,,,,,,,,,
pinball_complete,,SPACETRIP COMPLETED,,,,,,,,,,,,,,,
tuornament_popup_des,,Win a level to join Tournament and complete for amazing rewards,,,,,,,,,,,,,,,
profile_edit,,PROFILE,,,,,,,,,,,,,,,
congratulation,,CONGRATULATIONS!,,,,,,,,,,,,,,,
racing_help_text_1,,START COMPETING AGAINST OTHER PLAYERS!,,,,,,,,,,,,,,,
racing_help_text_2,,BEAT LEVELS FASTER\nTHAN OTHERS,,,,,,,,,,,,,,,
racing_help_text_3,,WIN REWARDS!,,,,,,,,,,,,,,,
racing_lose_des,,Try again and take the lead for prize!,,,,,,,,,,,,,,,
racing_title,,SPEED RALLY,,,,,,,,,,,,,,,
racing_banner_des,,Complete with other player!\nWhoever get to Level <color=#00FF00>{0}</color> first win the top prize!,,,,,,,,,,,,,,,
start,,Start,,,,,,,,,,,,,,,
racing_finding,,Searching for opponents{0},,,,,,,,,,,,,,,
estimated_time,,Estimated time:{0},,,,,,,,,,,,,,,
you_failed,,You Failed,,,,,,,,,,,,,,,
finish,,Finish,,,,,,,,,,,,,,,
pinball_no_ball_left,,No balls left!,,,,,,,,,,,,,,,
pinball_guide,,SPACETRIP GUIDE,,,,,,,,,,,,,,,
pinball_help_1,,BEAT LEVELS TO\nCOLLECT SPACE BALLS!,,,,,,,,,,,,,,,
pinball_help_2,,SHOOT SPACE BALLS\nAND GAIN SCORE!,,,,,,,,,,,,,,,
pinball_help_3,,WIN AMAZING REWARDS!,,,,,,,,,,,,,,,
max_level,,MAX,,,,,,,,,,,,,,,
racing_help_title,,SPEED RALLY GUIDE,,,,,,,,,,,,,,,
loading,Đang tải{0},Loading{0},Memuat{0},,Загрузка{0},Lädt{0},読み込み中{0},,加載中{0},,Carregando{0},Chargement{0},,로딩 중{0},Cargando{0},Caricamento{0},लोड हो रहा है{0}
rate_us_des,,"If you like our game, please give us 5 stars praise",,,,,,,,,,,,,,,
rate_us_title,,RATE US,,,,,,,,,,,,,,,
alert_wifi_title,,NO CONNECTION!,,,,,,,,,,,,,,,
alert_wifi_des,,Please check the internet connection on your device.,,,,,,,,,,,,,,,
got_it,,GOT IT,,,,,,,,,,,,,,,
alert_update_version_des,,"Update now for a better, more exciting game experience!",,,,,,,,,,,,,,,
alert_update_version_title,,NEW VERSION AVAILABLE!,,,,,,,,,,,,,,,
box_reward,,BOX REWARD,,,,,,,,,,,,,,,
rate,,RATE,,,,,,,,,,,,,,,
sweet_journey_title,,SWEET JOURNEY,,,,,,,,,,,,,,,
no_reward_video,,There were no ads available.,,,,,,,,,,,,,,,
require,,Require,,,,,,,,,,,,,,,
shop_sale_content_70,Giảm 90%,90% OFF,,,,,,,,,,,,,,,
next_level,,Next Level,,,,,,,,,,,,,,,
update,,Update,,,,,,,,,,,,,,,
revive,,REVIVE,,,,,,,,,,,,,,,
ads_rewarded_not_complete,,The rewarded ads was not completed.,,,,,,,,,,,,,,,
help_guide_clover,,Collect clovers to earn exciting rewards!,,,,,,,,,,,,,,,
menu_guild,,Guild,,,,,,,,,,,,,,,
leaderboard_unlock,,Reach <color=#fbdf07>Level {0}</color> to unlock <color=#fbdf07>Leaderboard</color>,,,,,,,,,,,,,,,
collect_clover_complete,,Complete!,,,,,,,,,,,,,,,
bundle,,BUNDLE,,,,,,,,,,,,,,,
popup_beginner,,BEGINNER'S,,,,,,,,,,,,,,,
top_week,,WEEKLY,,,,,,,,,,,,,,,
top_world,,WORLD,,,,,,,,,,,,,,,
play_to_join,,PLAY TO JOIN,,,,,,,,,,,,,,,
weekly_leaderboard_join,,Win a match to join the weekly contest.,,,,,,,,,,,,,,,
score,,Score,,,,,,,,,,,,,,,
piggy_bank_title,,Piggy Bank,,,,,,,,,,,,,,,
piggy_bank_des,,"The more you collect, the better the value",,,,,,,,,,,,,,,
break_now,,Break Now,,,,,,,,,,,,,,,
full,Đầy,Full,Penuh,,Полный,Voll,満タン,,已滿,,Cheio,Plein,,가득 참,Completo,Pieno,पूरा
earn_coins,,Earn Coins,,,,,,,,,,,,,,,
setting_restore_purchase,Phục hồi giao dịch,Restore Purchase,Pulihkan Pembelian,,Восстановить покупку,Kauf wiederherstellen,購入を復元,,恢復購買,,Restaurar Compra,Restaurer l'achat,,구매 복원,Restaurar compra,Ripristina acquisto,ख़रीदारी पुनःस्थापित करें
your_rank,,YOUR RANK,,,,,,,,,,,,,,,
win_streak_des,,"Complete levels without failing! 
If you fail, you'll fall back down.",,,,,,,,,,,,,,,
save,,SAVE,,,,,,,,,,,,,,,
next_free_in,,Next free is in {0},,,,,,,,,,,,,,,
fw_daily_spin,,Daily spins: {0},,,,,,,,,,,,,,,
fortune_wheel_title,,LUCKY SPIN,,,,,,,,,,,,,,,
shop_bundle_name_13,,FAIL OFFER,,,,,,,,,,,,,,,
fw_spin,,SPIN,,,,,,,,,,,,,,,
settings_music,,Music,,,,,,,,,,,,,,,
settings_sound,,Sounds,,,,,,,,,,,,,,,
settings_vibration,,Vibro,,,,,,,,,,,,,,,
new_feature_coming_xich,,The <color=#00FF99>Chainy Slither</color> is now available!,,,,,,,,,,,,,,,
new_feature_des1_xich,,The worm is locked and will be\n unlocked after a few turns,,,,,,,,,,,,,,,
new_feature_des2_xich,,Play a few turns to rescue this worm,,,,,,,,,,,,,,,
new_feature_coming_ken,,The <color=#00FF99>Cocoon Slither</color> is now available!,,,,,,,,,,,,,,,
new_feature_des1_ken,,You have rescued the Cocoon Slither,,,,,,,,,,,,,,,
new_feature_des2_ken,,Send a slither to crack open the cocoon and wake it up!,,,,,,,,,,,,,,,
new_feature_coming_pair,,The <color=#00FF99>Linked Slither</color> is now available!,,,,,,,,,,,,,,,
new_feature_des1_pair,,These slithers are linked \nOne can't go without the other,,,,,,,,,,,,,,,
new_feature_des2_pair,,They can only go in when two holes open,,,,,,,,,,,,,,,
new_feature_coming_bomb,,The <color=#00FF99>Bomb Slither</color> is now available!,,,,,,,,,,,,,,,
new_feature_des1_bomb,,The slither is carrying a ticking bomb!,,,,,,,,,,,,,,,
new_feature_des2_bomb,,Move it before the countdown ends,,,,,,,,,,,,,,,
new_feature_coming_secret_hole,,The <color=#00FF99>Covered Hole</color> is now available!,,,,,,,,,,,,,,,
new_feature_des1_secret_hole,,This hole is blocked by rocks,,,,,,,,,,,,,,,
new_feature_des2_secret_hole,,It will reopen after a few turns,,,,,,,,,,,,,,,